Dashboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piece Name,Set Name,Piece Type,Rarity,Base Def.,Fire Res.,Water Res.,Thunder Res.,Ice Res.,Dragon Res.,Lvl 1 Deco Slots,Lvl 2 Deco Slots,Lvl 3 Deco Slots,Text Description,Skill 1,Skill 1 Lvl,Skill 2,Skill 2 Lvl,Skill 3,Skill 3 Lvl,Group Skill,Set Bonus,Forging Price,Forge Mat 1,Forge Mat 1 Qty,Forge Mat 2,Forge Mat 2 Qty,Forge Mat 3,Forge Mat 3 Qty,Forge Mat 4,Forge Mat 4 Qty
Dober Helm α,Dober α,Head,7,56,-2,0,-1,-1,4,-,-,1,Head armor fashioned from obsidian bone of unknown provenance. It resembles an all-powerful monster.,Constitution,1,Stamina Surge,1,-,-,-,-,6000,Monster Hardbone,3,Colossal Bone,4,Charred Oilbone,3,-,-
Dober Mail α,Dober α,Chest,7,56,-2,0,-1,-1,4,-,1,1,Chest armor fashioned from obsidian bone of unknown provenance. It resembles an all-powerful monster.,Constitution,1,Marathon Runner,1,-,-,-,-,6000,Monster Hardbone,3,Colossal Bone,4,Dragonbone Relic,7,-,-
Dober Vambraces α,Dober α,Arms,7,56,-2,0,-1,-1,4,-,-,1,"Armguards made of unknown black bones, which surely belonged to a mighty beast.",Stamina Surge,2,Constitution,1,-,-,-,-,6000,Monster Hardbone,4,Stoutbone,4,Tough Guardian Bone,3,Rath Medulla,1
Dober Coil α,Dober α,Waist,7,56,-2,0,-1,-1,4,1,-,1,"Waistgear made of unknown black bones, perhaps from an ancient dragon king.",Marathon Runner,2,Constitution,1,-,-,-,-,6000,Monster Hardbone,4,Monster Keenbone,4,Frozen Icebone,3,Ajarakan Medulla,1
Dober Greaves α,Dober α,Legs,7,56,-2,0,-1,-1,4,-,2,-,Leg armor fashioned from obsidian bone of unknown provenance. It resembles an all-powerful monster.,Mushroomancer,2,Constitution,1,-,-,-,-,6000,Monster Hardbone,5,Great Stoutbone,4,Quality Bone,3,Gravios Medulla,1
Damascus Helm α,Damascus α,Head,7,56,4,-2,0,0,0,1,-,1,A steel helmet of precious origin and rare manufacture that is said to lead the wearer to glory.,Divine Blessing,2,Wide-Range,1,-,-,-,-,6000,Fucium Ore,4,Guardian Pelt+,3,Frenzy Shard,3,Bird Wyvern Gem,1
Damascus Mail α,Damascus α,Chest,7,56,4,-2,0,0,0,-,2,-,Steel chest armor capable of stopping a thousand arrows as it leads the wearer to glory.,Recovery Up,2,Wide-Range,1,-,-,-,-,6000,Fucium Ore,5,Guardian Blood+,2,Carbalite Ore,5,Wyvern Gem,1
Damascus Vambraces α,Damascus α,Arms,7,56,4,-2,0,0,0,1,-,1,Steel armor said to lead its wearer to glory. Once thought to be mythical.,Wide-Range,1,Divine Blessing,1,-,-,-,-,6000,Fucium Ore,4,Guardian Pelt+,4,Gracium,4,Beast Gem,1
Damascus Coil α,Damascus α,Waist,7,56,4,-2,0,0,0,-,1,1,Steel waistgear said to lead its wearer to glory. Rarely glimpsed in a lifetime.,Wide-Range,1,Recovery Up,1,-,-,-,-,6000,Fucium Ore,3,Guardian Scale+,4,Novacrystal,1,-,-
Damascus Greaves α,Damascus α,Legs,7,56,4,-2,0,0,0,-,-,1,This legendary steel armor is said to lead its wearer down the conqueror's path.,Item Prolonger,2,Wide-Range,1,-,-,-,-,6000,Fucium Ore,3,Guardian Scale+,3,Firecell Stone,1,-,-
Dahaad Shardhelm α,Dahaad α,Head,7,60,-3,2,-1,2,-1,1,-,-,Jin Dahaad hear armor modelled after the helm of a member of a lost kingdom's royalty. It evokes the royal's icy gaze.,Weakness Exploit,1,Agitator,1,-,-,Lord's Favor,Jin Dahaad's Revolt,7000,Jin Dahaad Certificate S,2,Jin Dahaad Scale+,3,Jin Dahaad Claw+,4,Wyvern Gem,1
Dahaad Shardmail α,Dahaad α,Chest,7,60,-3,2,-1,2,-1,1,-,1,Jin Dahaad chest armor. The layered plates repel all pain and nurture an icy vengeance.,Bind Resistance,2,Adaptability,1,-,-,Lord's Favor,Jin Dahaad's Revolt,7000,Jin Dahaad Scale+,5,Jin Dahaad Carapace,6,Jin Dahaad Iceplate,3,Monster Hardbone,3
Dahaad Shardbraces α,Dahaad α,Arms,7,60,-3,2,-1,2,-1,-,-,-,"Jin Dahaad armguards. Directly rejecting warmth, they freeze everything they touch.",Agitator,2,Adaptability,1,-,-,Lord's Favor,Jin Dahaad's Revolt,7000,Jin Dahaad Certificate S,1,Jin Dahaad Carapace,5,Jin Dahaad Claw+,4,Gracium,3
Dahaad Shardcoil α,Dahaad α,Waist,7,60,-3,2,-1,2,-1,2,-,-,Jin Dahaad waistgear. The ornate design recalls the majesty of a lost dynasty.,Tremor Resistance,2,Weakness Exploit,1,-,-,Lord's Favor,Jin Dahaad's Revolt,7000,Jin Dahaad Iceplate,2,Jin Dahaad Horn,3,Jin Dahaad Icegem,1,Freezer Sac,3
Dahaad Shardgreaves α,Dahaad α,Legs,7,60,-3,2,-1,2,-1,1,-,-,Jin Dahaad leg armor. Every footfall coats the earth in spiderwebs of ice.,Agitator,2,Tremor Resistance,1,-,-,Lord's Favor,Jin Dahaad's Revolt,7000,Jin Dahaad Scale+,6,Jin Dahaad Iceplate,4,Jin Dahaad Horn,2,Comaqchi Carapace,2
Dahaad Shardhelm β,Dahaad β,Head,7,60,-3,2,-1,2,-1,-,2,-,Jin Dahaad hear armor modelled after the helm of a member of a lost kingdom's royalty. It evokes the royal's icy gaze.,Agitator,1,-,-,-,-,Lord's Fury,Jin Dahaad's Revolt,7000,Jin Dahaad Certificate S,2,Jin Dahaad Scale+,3,Jin Dahaad Claw+,4,Wyvern Gem,1
Dahaad Shardmail β,Dahaad β,Chest,7,60,-3,2,-1,2,-1,-,1,1,Jin Dahaad chest armor. The layered plates repel all pain and nurture an icy vengeance.,Bind Resistance,1,Adaptability,1,-,-,Lord's Fury,Jin Dahaad's Revolt,7000,Jin Dahaad Scale+,5,Jin Dahaad Carapace,6,Jin Dahaad Iceplate,3,Monster Hardbone,3
Dahaad Shardbraces β,Dahaad β,Arms,7,60,-3,2,-1,2,-1,-,-,1,"Jin Dahaad armguards. Directly rejecting warmth, they freeze everything they touch.",Agitator,1,Adaptability,1,-,-,Lord's Fury,Jin Dahaad's Revolt,7000,Jin Dahaad Certificate S,1,Jin Dahaad Carapace,5,Jin Dahaad Claw+,4,Gracium,3
Dahaad Shardcoil β,Dahaad β,Waist,7,60,-3,2,-1,2,-1,3,-,-,Jin Dahaad waistgear. The ornate design recalls the majesty of a lost dynasty.,Weakness Exploit,1,Tremor Resistance,1,-,-,Lord's Fury,Jin Dahaad's Revolt,7000,Jin Dahaad Iceplate,2,Jin Dahaad Horn,3,Jin Dahaad Icegem,1,Freezer Sac,3
Dahaad Shardgreaves β,Dahaad β,Legs,7,60,-3,2,-1,2,-1,-,1,-,Jin Dahaad leg armor. Every footfall coats the earth in spiderwebs of ice.,Agitator,2,-,-,-,-,Lord's Fury,Jin Dahaad's Revolt,7000,Jin Dahaad Scale+,6,Jin Dahaad Iceplate,4,Jin Dahaad Horn,2,Comaqchi Carapace,2
Duna Wildhelm α,Uth Duna α,Head,7,60,-1,4,-3,0,0,1,1,-,Uth Duna head armor. The plumage crafted from its fins convey the forest's will to the wearer.,Tool Specialist,2,Earplugs,1,-,-,Lord's Favor,Uth Duna's Cover,7000,Uth Duna Certificate S,1,Uth Duna Scale+,4,Uth Duna Cilia+,4,Uth Duna Watergem,1
Duna Wildmail α,Uth Duna α,Chest,7,60,-1,4,-3,0,0,-,-,1,Uth Duna chest armor. The tightly fitted scales make the wearer feel as if they are one with nature.,Tool Specialist,2,Aquatic/Oilsilt Mobility,1,-,-,Lord's Favor,Uth Duna's Cover,7000,Uth Duna Scale+,6,Uth Duna Hide+,6,Uth Duna Cilia+,3,Torrent Sac,3
Duna Wildbraces α,Uth Duna α,Arms,7,60,-1,4,-3,0,0,1,1,-,Uth Duna armguards. The rows of stone beading are an elegant touch that boosts concentration.,Peak Performance,2,Quick Sheathe,1,-,-,Lord's Favor,Uth Duna's Cover,7000,Uth Duna Scale+,5,Uth Duna Cilia+,3,Uth Duna Claw+,3,Monster Hardbone,2
Duna Wildcoil α,Uth Duna α,Waist,7,60,-1,4,-3,0,0,1,1,-,"Uth Duna waistgear. The fabric is imbued with the breath of the forest, absorbing any impact.",Peak Performance,2,Aquatic/Oilsilt Mobility,1,-,-,Lord's Favor,Uth Duna's Cover,7000,Uth Duna Certificate S,2,Uth Duna Tentacle+,2,Uth Duna Claw+,5,Uth Duna Plate,1
Duna Wildgreaves α,Uth Duna α,Legs,7,60,-1,4,-3,0,0,-,-,1,Elaborately patterned Uth Duna leg armor. The design is said to invoke the forest's protection.,Peak Performance,1,Tool Specialist,1,-,-,Lord's Favor,Uth Duna's Cover,7000,Uth Duna Certificate S,2,Uth Duna Hide+,5,Uth Duna Tentacle+,4,Piragill Fin+,4
Duna Wildhelm β,Uth Duna β,Head,7,60,-1,4,-3,0,0,-,1,1,Uth Duna head armor. The plumage crafted from its fins convey the forest's will to the wearer.,Tool Specialist,1,Earplugs,1,-,-,Lord's Fury,Uth Duna's Cover,7000,Uth Duna Certificate S,1,Uth Duna Scale+,4,Uth Duna Cilia+,4,Uth Duna Watergem,1
Duna Wildmail β,Uth Duna β,Chest,7,60,-1,4,-3,0,0,1,-,1,Uth Duna chest armor. The tightly fitted scales make the wearer feel as if they are one with nature.,Tool Specialist,2,-,-,-,-,Lord's Fury,Uth Duna's Cover,7000,Uth Duna Scale+,6,Uth Duna Hide+,6,Uth Duna Cilia+,3,Torrent Sac,3
Duna Wildbraces β,Uth Duna β,Arms,7,60,-1,4,-3,0,0,2,-,1,Uth Duna armguards. The rows of stone beading are an elegant touch that boosts concentration.,Peak Performance,1,Quick Sheathe,1,-,-,Lord's Fury,Uth Duna's Cover,7000,Uth Duna Scale+,5,Uth Duna Cilia+,3,Uth Duna Claw+,3,Monster Hardbone,2
Duna Wildcoil β,Uth Duna β,Waist,7,60,-1,4,-3,0,0,1,-,1,"Uth Duna waistgear. The fabric is imbued with the breath of the forest, absorbing any impact.",Peak Performance,2,-,-,-,-,Lord's Fury,Uth Duna's Cover,7000,Uth Duna Certificate S,2,Uth Duna Tentacle+,2,Uth Duna Claw+,5,Uth Duna Plate,1
Duna Wildgreaves β,Uth Duna β,Legs,7,60,-1,4,-3,0,0,2,-,1,Elaborately patterned Uth Duna leg armor. The design is said to invoke the forest's protection.,Peak Performance,1,-,-,-,-,Lord's Fury,Uth Duna's Cover,7000,Uth Duna Certificate S,2,Uth Duna Hide+,5,Uth Duna Tentacle+,4,Piragill Fin+,4
Rey Sandhelm α,Rey Dau α,Head,7,60,0,-2,4,-3,0,-,-,-,Rey Dau head armor. Its crest reaches the heavens—proof that this creature bows to no one.,Latent Power,2,Evade Extender,1,-,-,Lord's Favor,Rey Dau's Voltage,7000,Rey Dau Certificate S,2,Rey Dau Carapace,5,Rey Dau Bolthorn,4,Bulaqchi Carapace,2
Rey Sandmail α,Rey Dau α,Chest,7,60,0,-2,4,-3,0,2,-,-,Rey Dau chest armor. Its carapace has been meticulously paneled into a bastion of defense.,Maximum Might,2,Stamina Surge,1,-,-,Lord's Favor,Rey Dau's Voltage,7000,Rey Dau Certificate S,2,Rey Dau Bolthorn,2,Rey Dau Tail,2,Rey Dau Plate,1
Rey Sandbraces α,Rey Dau α,Arms,7,60,0,-2,4,-3,0,-,1,-,Rey Dau armguards. A lingering charges gives the wearer a grip like a vice.,Latent Power,2,Stun Resistance,1,-,-,Lord's Favor,Rey Dau's Voltage,7000,Rey Dau Certificate S,1,Rey Dau Fulgurtalon,2,Rey Dau Scale+,3,Rey Dau Boltgem,1
Rey Sandcoil α,Rey Dau α,Waist,7,60,0,-2,4,-3,0,-,1,-,Rey Dau waistgear. The faintly glowing buckle inspires awe and respect.,Stun Resistance,2,Stamina Surge,2,-,-,Lord's Favor,Rey Dau's Voltage,7000,Rey Dau Scale+,5,Rey Dau Carapace,6,Rey Dau Fulgurtalon,3,Monster Hardbone,3
Rey Sandgreaves α,Rey Dau α,Legs,7,60,0,-2,4,-3,0,-,-,1,Rey Dau leg armor. A layer of latent electricity cushions blows and softens landings.,Latent Power,1,Maximum Might,1,-,-,Lord's Favor,Rey Dau's Voltage,7000,Rey Dau Scale+,6,Rey Dau Fulgurtalon,4,Rey Dau Bolthorn,3,Lightcrystal,3
Rey Sandhelm β,Rey Dau β,Head,7,60,0,-2,4,-3,0,-,-,1,Rey Dau head armor. Its crest reaches the heavens—proof that this creature bows to no one.,Latent Power,1,Evade Extender,1,-,-,Lord's Fury,Rey Dau's Voltage,7000,Rey Dau Certificate S,2,Rey Dau Carapace,5,Rey Dau Bolthorn,4,Bulaqchi Carapace,2
Rey Sandmail β,Rey Dau β,Chest,7,60,0,-2,4,-3,0,2,1,-,Rey Dau chest armor. Its carapace has been meticulously paneled into a bastion of defense.,Maximum Might,1,Stamina Surge,1,-,-,Lord's Fury,Rey Dau's Voltage,7000,Rey Dau Certificate S,2,Rey Dau Bolthorn,2,Rey Dau Tail,2,Rey Dau Plate,1
Rey Sandbraces β,Rey Dau β,Arms,7,60,0,-2,4,-3,0,-,-,1,Rey Dau armguards. A lingering charges gives the wearer a grip like a vice.,Latent Power,2,-,-,-,-,Lord's Fury,Rey Dau's Voltage,7000,Rey Dau Certificate S,1,Rey Dau Fulgurtalon,2,Rey Dau Scale+,3,Rey Dau Boltgem,1
Rey Sandcoil β,Rey Dau β,Waist,7,60,0,-2,4,-3,0,1,-,1,Rey Dau waistgear. The faintly glowing buckle inspires awe and respect.,Stun Resistance,2,Stamina Surge,1,-,-,Lord's Fury,Rey Dau's Voltage,7000,Rey Dau Scale+,5,Rey Dau Carapace,6,Rey Dau Fulgurtalon,3,Monster Hardbone,3
Rey Sandgreaves β,Rey Dau β,Legs,7,60,0,-2,4,-3,0,2,-,1,Rey Dau leg armor. A layer of latent electricity cushions blows and softens landings.,Latent Power,1,-,-,-,-,Lord's Fury,Rey Dau's Voltage,7000,Rey Dau Scale+,6,Rey Dau Fulgurtalon,4,Rey Dau Bolthorn,3,Lightcrystal,3
Udra Mirehelm α,Nu Udra α,Head,7,60,5,-4,0,1,0,2,-,-,Nu Udra head armor. The world through this mask is swathed in vengeance and ebony fire.,Resentment,2,Counterstrike,1,-,-,Lord's Favor,Nu Udra's Mutiny,7000,Nu Udra Hide+,6,Nu Udra Spike+,6,Nu Udra Oilmucus+,3,Dragonbone Relic,1
Udra Miremail α,Nu Udra α,Chest,7,60,5,-4,0,1,0,2,-,-,"Nu Udra chest armor. As if a curse manifested, tentacles drape down to form a haunting cape.",Resentment,1,Burst,1,-,-,Lord's Favor,Nu Udra's Mutiny,7000,Nu Udra Certificate S,2,Nu Udra Tentacle+,4,Nu Udra Horn+,5,Nu Udra Cerebospinal Fluid,1
Udra Mirebraces α,Nu Udra α,Arms,7,60,5,-4,0,1,0,-,1,-,"Chilling Nu Udra armguards. They warp one's sense of touch, changing warmth to cold nothingness.",Counterstrike,2,Speed Eating,2,-,-,Lord's Favor,Nu Udra's Mutiny,7000,Nu Udra Certificate S,2,Nu Udra Spike+,5,Nu Udra Tentacle+,4,Kranodath Skull+,2
Udra Mirecoil α,Nu Udra α,Waist,7,60,5,-4,0,1,0,-,1,-,Nu Udra waistgear. The gnash of spikes and fangs are bound by a personalized curse.,Resentment,2,Speed Eating,1,-,-,Lord's Favor,Nu Udra's Mutiny,7000,Nu Udra Hide+,5,Nu Udra Oilmucus+,3,Nu Udra Horn+,3,Inferno Sac,2
Udra Miregreaves α,Nu Udra α,Legs,7,60,5,-4,0,1,0,-,-,1,Nu Udra leg armor. The wearer could cross a sea of fire without so much as a blister.,Windproof,2,Burst,1,-,-,Lord's Favor,Nu Udra's Mutiny,7000,Nu Udra Certificate S,1,Nu Udra Hide+,4,Nu Udra Oilmucus+,4,Nu Udra Flamegem,1
Udra Mirehelm β,Nu Udra β,Head,7,60,5,-4,0,1,0,-,2,-,Nu Udra head armor. The world through this mask is swathed in vengeance and ebony fire.,Resentment,1,Counterstrike,1,-,-,Lord's Fury,Nu Udra's Mutiny,7000,Nu Udra Hide+,6,Nu Udra Spike+,6,Nu Udra Oilmucus+,3,Dragonbone Relic,1
Udra Miremail β,Nu Udra β,Chest,7,60,5,-4,0,1,0,2,-,1,"Nu Udra chest armor. As if a curse manifested, tentacles drape down to form a haunting cape.",Resentment,1,-,-,-,-,Lord's Fury,Nu Udra's Mutiny,7000,Nu Udra Certificate S,2,Nu Udra Tentacle+,4,Nu Udra Horn+,5,Nu Udra Cerebospinal Fluid,1
Udra Mirebraces β,Nu Udra β,Arms,7,60,5,-4,0,1,0,1,-,1,"Chilling Nu Udra armguards. They warp one's sense of touch, changing warmth to cold nothingness.",Speed Eating,2,Counterstrike,1,-,-,Lord's Fury,Nu Udra's Mutiny,7000,Nu Udra Certificate S,2,Nu Udra Spike+,5,Nu Udra Tentacle+,4,Kranodath Skull+,2
Udra Mirecoil β,Nu Udra β,Waist,7,60,5,-4,0,1,0,-,-,1,Nu Udra waistgear. The gnash of spikes and fangs are bound by a personalized curse.,Resentment,2,-,-,-,-,Lord's Fury,Nu Udra's Mutiny,7000,Nu Udra Hide+,5,Nu Udra Oilmucus+,3,Nu Udra Horn+,3,Inferno Sac,2
Udra Miregreaves β,Nu Udra β,Legs,7,60,5,-4,0,1,0,1,-,1,Nu Udra leg armor. The wearer could cross a sea of fire without so much as a blister.,Burst,1,Windproof,1,-,-,Lord's Fury,Nu Udra's Mutiny,7000,Nu Udra Certificate S,1,Nu Udra Hide+,4,Nu Udra Oilmucus+,4,Nu Udra Flamegem,1
Gore Helm α,Gore α,Head,7,60,-2,3,-1,2,-1,-,1,-,A helmet made from Gore Magala spoils. The nether-black surface thrums with its late master's power.,Evade Window,2,Coalescence,1,-,-,Scaling Prowess,Gore Magala's Tyranny,7000,Gore Magala Certificate S,2,Gore Magala Feeler+,2,Gore Magala Wing+,4,Wyvern Gem,1
Gore Mail α,Gore α,Chest,7,60,-2,3,-1,2,-1,-,-,1,Chest armor made from Gore Magala spoils. Its agonizing miasma sends prey screaming to the netherworld.,Evade Window,2,Antivirus,1,-,-,Scaling Prowess,Gore Magala's Tyranny,7000,Gore Magala Scale+,6,Gore Magala Carapace,6,Gore Magala Ripclaw+,2,Gore Magala Tail,2
Gore Vambraces α,Gore α,Arms,7,60,-2,3,-1,2,-1,1,1,-,Armguards made from Gore Magala materials. Even the largest prey will be drawn into oblivion.,Constitution,2,Evade Window,1,-,-,Scaling Prowess,Gore Magala's Tyranny,7000,Gore Magala Certificate S,2,Gore Magala Carapace,5,Gore Magala Feeler+,2,Frenzy Crystal,2
Gore Coil α,Gore α,Waist,7,60,-2,3,-1,2,-1,1,-,1,Waistgear made from Gore Magala materials. Darkens the world and seduces prey toward certain demise.,Constitution,2,Antivirus,1,-,-,Scaling Prowess,Gore Magala's Tyranny,7000,Gore Magala Scale+,5,Gore Magala Ripclaw+,3,Gore Magala Wing+,3,Frenzy Crystal,2
Gore Greaves α,Gore α,Legs,7,60,-2,3,-1,2,-1,1,-,1,Leg armor made from Gore Magala materials. Spirits you across hunting grounds as fast as the wind.,Flinch Free,2,Antivirus,1,-,-,Scaling Prowess,Gore Magala's Tyranny,7000,Gore Magala Certificate S,1,Gore Magala Scale+,3,Gore Magala Wing+,4,Gore Magala Nyctgem,1
Gore Helm β,Gore β,Head,7,60,-2,3,-1,2,-1,1,-,1,A helmet made from Gore Magala spoils. The nether-black surface thrums with its late master's power.,Evade Window,1,Coalescence,1,-,-,Scale Layering,Gore Magala's Tyranny,7000,Gore Magala Certificate S,2,Gore Magala Feeler+,2,Gore Magala Wing+,4,Wyvern Gem,1
Gore Mail β,Gore β,Chest,7,60,-2,3,-1,2,-1,1,-,1,Chest armor made from Gore Magala spoils. Its agonizing miasma sends prey screaming to the netherworld.,Evade Window,2,-,-,-,-,Scale Layering,Gore Magala's Tyranny,7000,Gore Magala Scale+,6,Gore Magala Carapace,6,Gore Magala Ripclaw+,2,Gore Magala Tail,2
Gore Vambraces β,Gore β,Arms,7,60,-2,3,-1,2,-1,-,2,-,Armguards made from Gore Magala materials. Even the largest prey will be drawn into oblivion.,Constitution,1,Evade Window,1,-,-,Scale Layering,Gore Magala's Tyranny,7000,Gore Magala Certificate S,2,Gore Magala Carapace,5,Gore Magala Feeler+,2,Frenzy Crystal,2
Gore Coil β,Gore β,Waist,7,60,-2,3,-1,2,-1,-,1,1,Waistgear made from Gore Magala materials. Darkens the world and seduces prey toward certain demise.,Constitution,2,-,-,-,-,Scale Layering,Gore Magala's Tyranny,7000,Gore Magala Scale+,5,Gore Magala Ripclaw+,3,Gore Magala Wing+,3,Frenzy Crystal,2
Gore Greaves β,Gore β,Legs,7,60,-2,3,-1,2,-1,2,-,1,Leg armor made from Gore Magala materials. Spirits you across hunting grounds as fast as the wind.,Antivirus,1,Flinch Free,1,-,-,Scale Layering,Gore Magala's Tyranny,7000,Gore Magala Certificate S,1,Gore Magala Scale+,3,Gore Magala Wing+,4,Gore Magala Nyctgem,1
Arkvulcan Helm α,Arkveld α,Head,8,66,2,0,-1,0,-3,-,-,-,A helmet made from Arkveld spoils. The design was worn by a knight errant who reshaped the world.,Elemental Absorption,2,Convert Element,1,-,-,Fortifying Pelt,Arkveld's Hunger,10000,Arkveld Scale+,5,Arkveld Armorplate,3,White Arkveld Pelt,2,Arkveld Horn+,3
Arkvulcan Mail α,Arkveld α,Chest,8,66,2,0,-1,0,-3,-,1,-,Chest armor made from Arkveld spoils. The knight fearlessly broke the will of every adversary.,Weakness Exploit,1,Elemental Absorption,1,-,-,Fortifying Pelt,Arkveld's Hunger,10000,Arkveld Certificate S,2,Arkveld Scale+,3,Arkveld Armorplate,4,Arkveld Calloushell,4
Arkvulcan Vambraces α,Arkveld α,Arms,8,66,2,0,-1,0,-3,-,2,-,Armguards made from Arkveld spoils. Legions a hundred thousand strong succumbed before the knight.,Convert Element,1,Recovery Speed,1,-,-,Fortifying Pelt,Arkveld's Hunger,10000,Arkveld Certificate S,2,Arkveld Calloushell,3,Arkveld Horn+,2,Wyvern Gem,1
Arkvulcan Coil α,Arkveld α,Waist,8,66,2,0,-1,0,-3,1,-,-,"Waistgear made from Arkveld spoils. Until the kingdom was restored, the knight bowed before no hardship.",Weakness Exploit,2,Recovery Speed,2,-,-,Fortifying Pelt,Arkveld's Hunger,10000,Arkveld Certificate S,1,Arkveld Armorplate,3,White Arkveld Pelt,3,Arkveld Gem,1
Arkvulcan Greaves α,Arkveld α,Legs,8,66,2,0,-1,0,-3,1,1,-,Leg armor made from Arkveld spoils. No bloody war nor bitter loss could halt the knight's march to victory.,Quick Sheathe,2,Convert Element,1,-,-,Fortifying Pelt,Arkveld's Hunger,10000,Arkveld Scale+,6,Arkveld Armorplate,5,Arkveld Calloushell,2,Arkveld Tail,2
Arkvulcan Helm β,Arkveld β,Head,8,66,2,0,-1,0,-3,1,1,1,A helmet made from Arkveld spoils. The design was worn by a knight errant who reshaped the world.,Convert Element,1,-,-,-,-,Alluring Pelt,Arkveld's Hunger,10000,Arkveld Scale+,5,Arkveld Armorplate,3,White Arkveld Pelt,2,Arkveld Horn+,3
Arkvulcan Mail β,Arkveld β,Chest,8,66,2,0,-1,0,-3,-,1,1,Chest armor made from Arkveld spoils. The knight fearlessly broke the will of every adversary.,Weakness Exploit,1,-,-,-,-,Alluring Pelt,Arkveld's Hunger,10000,Arkveld Certificate S,2,Arkveld Scale+,3,Arkveld Armorplate,4,Arkveld Calloushell,4
Arkvulcan Vambraces β,Arkveld β,Arms,8,66,2,0,-1,0,-3,1,1,1,Armguards made from Arkveld spoils. Legions a hundred thousand strong succumbed before the knight.,Convert Element,1,-,-,-,-,Alluring Pelt,Arkveld's Hunger,10000,Arkveld Certificate S,2,Arkveld Calloushell,3,Arkveld Horn+,2,Wyvern Gem,1
Arkvulcan Coil β,Arkveld β,Waist,8,66,2,0,-1,0,-3,2,-,-,"Waistgear made from Arkveld spoils. Until the kingdom was restored, the knight bowed before no hardship.",Weakness Exploit,2,Recovery Speed,1,-,-,Alluring Pelt,Arkveld's Hunger,10000,Arkveld Certificate S,1,Arkveld Armorplate,3,White Arkveld Pelt,3,Arkveld Gem,1
Arkvulcan Greaves β,Arkveld β,Legs,8,66,2,0,-1,0,-3,1,-,1,Leg armor made from Arkveld spoils. No bloody war nor bitter loss could halt the knight's march to victory.,Convert Element,1,Quick Sheathe,1,-,-,Alluring Pelt,Arkveld's Hunger,10000,Arkveld Scale+,6,Arkveld Armorplate,5,Arkveld Calloushell,2,Arkveld Tail,2
G. Arkveld Helm α,Guardian Arkveld α,Head,8,66,2,0,-1,0,-4,2,-,-,Guardian Arkveld head armor. A host of heightened senses make up for the narrow view.,Partbreaker,2,Flayer,1,-,-,Guardian's Pulse,Guardian Arkveld's Vitality,10000,Hunter Symbol III,1,Arkveld Scale+,6,Guardian Pelt+,5,Uth Duna Watergem,1
G. Arkveld Mail α,Guardian Arkveld α,Chest,8,66,2,0,-1,0,-4,-,-,-,Guardian Arkveld chest armor. It beckons forth a shudder of indescribable power.,Flayer,2,Blight Resistance,2,-,-,Guardian's Pulse,Guardian Arkveld's Vitality,10000,Hunter Symbol III,1,White Arkveld Pelt,3,Arkveld Gem,1,Guardian Blood+,3
G. Arkveld Vambraces α,Guardian Arkveld α,Arms,8,66,2,0,-1,0,-4,1,-,-,Guardian Arkveld armguards. Instills the desire to tear at friend and foe alike.,Weakness Exploit,2,Blight Resistance,1,-,-,Guardian's Pulse,Guardian Arkveld's Vitality,10000,Hunter Symbol III,1,Arkveld Armorplate,6,White Arkveld Pelt,3,Jin Dahaad Icegem,1
G. Arkveld Coil α,Guardian Arkveld α,Waist,8,66,2,0,-1,0,-4,-,-,-,"Guardian Arkveld waistgear. The chains writhe subtly, eager to ensnare prey.",Flayer,2,Elemental Absorption,1,-,-,Guardian's Pulse,Guardian Arkveld's Vitality,10000,Hunter Symbol III,1,Arkveld Scale+,4,Arkveld Calloushell,4,Rey Dau Boltgem,1
G. Arkveld Greaves α,Guardian Arkveld α,Legs,8,66,2,0,-1,0,-4,-,-,-,"Guardian Arkveld leg armor. Their power grows with each relentless, hungry step.",Elemental Absorption,2,Weakness Exploit,1,-,-,Guardian's Pulse,Guardian Arkveld's Vitality,10000,Hunter Symbol III,1,Arkveld Armorplate,4,Guardian Scale+,5,Nu Udra Flamegem,1
G. Arkveld Helm β,Guardian Arkveld β,Head,8,66,2,0,-1,0,-4,1,-,1,Guardian Arkveld head armor. A host of heightened senses make up for the narrow view.,Flayer,1,Partbreaker,1,-,-,Guardian's Protection,Guardian Arkveld's Vitality,10000,Hunter Symbol III,1,Arkveld Scale+,6,Guardian Pelt+,5,Uth Duna Watergem,1
G. Arkveld Mail β,Guardian Arkveld β,Chest,8,66,2,0,-1,0,-4,-,-,1,Guardian Arkveld chest armor. It beckons forth a shudder of indescribable power.,Blight Resistance,2,Flayer,1,-,-,Guardian's Protection,Guardian Arkveld's Vitality,10000,Hunter Symbol III,1,White Arkveld Pelt,3,Arkveld Gem,1,Guardian Blood+,3
G. Arkveld Vambraces β,Guardian Arkveld β,Arms,8,66,2,0,-1,0,-4,3,-,-,Guardian Arkveld armguards. Instills the desire to tear at friend and foe alike.,Weakness Exploit,2,-,-,-,-,Guardian's Protection,Guardian Arkveld's Vitality,10000,Hunter Symbol III,1,Arkveld Armorplate,6,White Arkveld Pelt,3,Jin Dahaad Icegem,1
